"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","hindfoot_length_cm"
15747,3,13,1989,20,"RM","M",17,9,1.7
15748,3,13,1989,21,"SH","F",31,84,3.1
15749,3,13,1989,5,"RM","M",17,10,1.7
15750,3,13,1989,2,"PE","M",21,25,2.1
15751,3,13,1989,13,"RM","M",17,10,1.7
15752,3,13,1989,18,"OT","F",21,26,2.1
15753,3,13,1989,11,"DM","M",37,48,3.7
15754,3,13,1989,5,"OL","F",22,31,2.2
15755,3,13,1989,2,"DO","M",36,58,3.6
15756,3,13,1989,20,"RM","M",17,11,1.7
15757,3,13,1989,17,"RM","F",17,11,1.7
15758,3,13,1989,21,"RM","F",17,11,1.7
15759,3,13,1989,21,"RM","M",17,12,1.7
15760,3,13,1989,5,"SH","M",31,89,3.1
15761,3,13,1989,2,"RM","F",17,14,1.7
15762,3,13,1989,17,"NL","F",32,183,3.2
15763,3,13,1989,5,"OL","M",22,30,2.2
15764,3,13,1989,2,"DO","M",36,55,3.6
15765,3,13,1989,5,"PP","M",24,24,2.4
15766,3,13,1989,13,"PE","F",21,27,2.1
15767,3,13,1989,18,"AB","",NA,NA,NA
15768,3,13,1989,20,"OT","F",21,25,2.1
15769,3,13,1989,11,"RM","M",17,10,1.7
15770,3,13,1989,17,"DO","M",36,60,3.6
15771,3,13,1989,11,"DM","F",37,47,3.7
15772,3,13,1989,2,"PE","F",21,25,2.1
15773,3,13,1989,17,"SH","F",31,75,3.1
15774,3,13,1989,5,"PE","M",20,21,2
15775,3,13,1989,2,"RM","M",17,10,1.7
15776,3,13,1989,13,"PE","M",21,22,2.1
15777,3,13,1989,21,"RF","F",18,16,1.8
15778,3,13,1989,2,"OL","M",22,42,2.2
15779,3,13,1989,5,"PE","F",21,23,2.1
15780,3,13,1989,2,"NL","M",33,242,3.3
15781,3,13,1989,13,"PE","M",22,24,2.2
15782,3,13,1989,17,"RM","F",17,12,1.7
15783,3,13,1989,17,"RM","M",17,11,1.7
15784,3,13,1989,13,"AH","",NA,NA,NA
15785,3,13,1989,2,"RM","F",17,12,1.7
15786,3,13,1989,11,"DM","M",37,48,3.7
15787,3,14,1989,3,"SH","F",31,105,3.1
15788,3,14,1989,9,"DO","M",36,54,3.6
15789,3,14,1989,14,"DM","M",37,49,3.7
15790,3,14,1989,3,"SH","F",31,90,3.1
15791,3,14,1989,8,"DM","F",37,46,3.7
15792,3,14,1989,4,"DM","M",38,49,3.8
15793,3,14,1989,4,"OL","F",21,34,2.1
15794,3,14,1989,16,"RM","M",17,11,1.7
15795,3,14,1989,10,"RF","F",17,14,1.7
15796,3,14,1989,4,"DS","M",53,133,5.3
15797,3,14,1989,9,"DM","F",36,45,3.6
15798,3,14,1989,15,"RM","M",17,10,1.7
15799,3,14,1989,15,"RM","F",17,13,1.7
15800,3,14,1989,15,"RM","F",17,13,1.7
15801,3,14,1989,3,"OT","M",21,28,2.1
15802,3,14,1989,3,"NL","M",33,192,3.3
15803,3,14,1989,9,"AB","",NA,NA,NA
15804,3,14,1989,14,"DM","M",37,49,3.7
15805,3,14,1989,10,"RF","M",17,12,1.7
15806,3,14,1989,8,"DM","F",37,45,3.7
15807,3,14,1989,16,"RM","F",17,12,1.7
15808,3,14,1989,10,"RM","",17,NA,1.7
15809,3,14,1989,3,"PE","F",21,28,2.1
15810,3,14,1989,3,"RM","M",17,10,1.7
15811,3,14,1989,9,"DM","M",36,55,3.6
15812,3,14,1989,8,"DS","M",52,93,5.2
15813,3,14,1989,14,"PE","M",21,24,2.1
15814,3,14,1989,3,"PE","M",21,25,2.1
15815,3,14,1989,8,"DM","M",37,45,3.7
15816,3,14,1989,4,"RM","F",17,12,1.7
15817,3,14,1989,9,"SS","",NA,NA,NA
15818,3,14,1989,9,"DM","M",37,39,3.7
15819,3,14,1989,4,"DM","F",37,41,3.7
15820,3,14,1989,14,"DM","F",37,47,3.7
15821,3,14,1989,10,"RM","F",16,10,1.6
15822,3,14,1989,3,"SS","",NA,NA,NA
15823,3,14,1989,8,"DM","M",36,47,3.6
15824,3,14,1989,10,"RM","M",17,11,1.7
15825,3,14,1989,3,"RM","M",17,11,1.7
15826,3,14,1989,3,"RM","F",17,12,1.7
15827,3,14,1989,3,"RM","M",17,11,1.7
15828,3,14,1989,9,"DM","M",36,50,3.6
15829,3,14,1989,14,"PM","F",21,19,2.1
15830,3,14,1989,9,"DM","M",37,51,3.7
15831,3,14,1989,8,"DM","M",37,50,3.7
15832,3,14,1989,15,"RM","M",17,10,1.7
15833,3,14,1989,16,"RM","M",17,11,1.7
15834,3,14,1989,3,"SH","M",31,88,3.1
15835,3,14,1989,14,"PM","M",21,22,2.1
15836,4,1,1989,1,"RM","F",16,12,1.6
15837,4,1,1989,9,"DM","M",37,55,3.7
15838,4,1,1989,8,"DM","F",37,49,3.7
15839,4,1,1989,3,"SH","F",31,101,3.1
15840,4,1,1989,6,"OL","M",22,29,2.2
15841,4,1,1989,3,"PP","M",22,18,2.2
15842,4,1,1989,3,"PE","F",22,26,2.2
15843,4,1,1989,9,"DO","F",37,56,3.7
15844,4,1,1989,1,"PE","M",20,25,2
15845,4,1,1989,3,"NL","M",33,196,3.3
15846,4,1,1989,12,"NL","F",32,137,3.2
15847,4,1,1989,12,"SH","M",29,82,2.9
15848,4,1,1989,9,"DM","M",36,49,3.6
15849,4,1,1989,5,"OL","F",21,35,2.1
15850,4,1,1989,10,"RM","F",16,9,1.6
15851,4,1,1989,8,"DS","M",52,107,5.2
15852,4,1,1989,1,"RM","F",17,13,1.7
15853,4,1,1989,2,"PE","M",21,21,2.1
15854,4,1,1989,11,"PE","M",21,22,2.1
15855,4,1,1989,10,"RF","M",18,12,1.8
15856,4,1,1989,5,"SH","F",32,93,3.2
15857,4,1,1989,8,"DM","F",36,43,3.6
15858,4,1,1989,4,"DM","M",34,29,3.4
15859,4,1,1989,5,"RM","F",18,13,1.8
15860,4,1,1989,4,"DM","F",38,40,3.8
15861,4,1,1989,5,"RM","M",17,11,1.7
15862,4,1,1989,24,"PE","F",21,30,2.1
15863,4,1,1989,12,"DO","F",37,53,3.7
15864,4,1,1989,1,"SS","",NA,NA,NA
15865,4,1,1989,3,"RM","M",17,10,1.7
15866,4,1,1989,3,"PP","M",23,22,2.3
15867,4,1,1989,8,"DM","M",38,48,3.8
15868,4,1,1989,3,"PP","M",25,24,2.5
15869,4,1,1989,4,"DM","M",37,46,3.7
15870,4,1,1989,4,"DS","M",53,146,5.3
15871,4,1,1989,12,"RM","F",17,9,1.7
15872,4,1,1989,8,"DM","M",36,46,3.6
15873,4,1,1989,2,"DO","M",37,54,3.7
15874,4,1,1989,24,"RM","M",17,10,1.7
15875,4,1,1989,3,"RM","F",17,11,1.7
15876,4,1,1989,11,"RM","M",16,10,1.6
15877,4,1,1989,4,"DM","F",36,45,3.6
15878,4,1,1989,11,"CS","",NA,NA,NA
15879,4,1,1989,6,"OT","F",20,27,2
15880,4,1,1989,11,"DM","M",37,47,3.7
15881,4,1,1989,5,"PE","",NA,NA,NA
15882,4,1,1989,24,"RM","M",17,9,1.7
15883,4,1,1989,12,"OL","F",21,38,2.1
15884,4,1,1989,4,"RM","F",16,10,1.6
15885,4,1,1989,9,"DM","F",36,44,3.6
15886,4,1,1989,5,"OL","M",22,31,2.2
15887,4,1,1989,12,"DM","M",37,48,3.7
15888,4,1,1989,6,"RM","M",17,13,1.7
15889,4,1,1989,24,"RM","M",19,11,1.9
15890,4,1,1989,12,"OL","F",23,33,2.3
15891,4,1,1989,9,"DM","M",37,40,3.7
15892,4,1,1989,11,"RM","F",17,14,1.7
15893,4,1,1989,10,"RF","F",17,16,1.7
15894,4,1,1989,2,"RM","M",17,10,1.7
15895,4,1,1989,4,"DM","F",37,40,3.7
15896,4,1,1989,5,"PP","M",23,25,2.3
15897,4,1,1989,2,"OL","M",20,36,2
15898,4,1,1989,5,"PP","M",21,22,2.1
15899,4,1,1989,12,"RF","F",17,12,1.7
15900,4,1,1989,4,"PP","M",21,15,2.1
15901,4,1,1989,5,"SA","",NA,NA,NA
15902,4,1,1989,5,"DO","F",35,48,3.5
15903,4,1,1989,6,"RM","F",17,12,1.7
15904,4,1,1989,9,"OL","M",22,36,2.2
15905,4,1,1989,5,"RM","M",17,11,1.7
15906,4,1,1989,6,"PP","F",21,16,2.1
15907,4,1,1989,1,"DO","M",35,54,3.5
15908,4,1,1989,6,"RF","F",16,12,1.6
15909,4,1,1989,12,"RM","M",18,10,1.8
15910,4,1,1989,3,"RM","M",16,12,1.6
15911,4,1,1989,5,"PE","M",20,21,2
15912,4,1,1989,3,"SH","F",29,86,2.9
15913,4,1,1989,24,"NL","M",33,180,3.3
15914,4,1,1989,11,"DM","F",36,46,3.6
15915,4,1,1989,8,"DM","M",37,49,3.7
15916,4,2,1989,7,"PE","F",22,25,2.2
15917,4,2,1989,13,"RM","M",16,10,1.6
15918,4,2,1989,16,"RM","M",17,8,1.7
15919,4,2,1989,7,"PE","M",20,23,2
15920,4,2,1989,15,"RM","M",17,10,1.7
15921,4,2,1989,20,"RF","F",17,13,1.7
15922,4,2,1989,17,"NL","F",32,103,3.2
15923,4,2,1989,7,"PE","F",20,15,2
15924,4,2,1989,17,"SH","F",31,102,3.1
15925,4,2,1989,14,"DM","M",38,NA,3.8
15926,4,2,1989,22,"RM","F",15,9,1.5
15927,4,2,1989,21,"RM","F",16,10,1.6
15928,4,2,1989,13,"RM","M",16,10,1.6
15929,4,2,1989,20,"RF","F",17,11,1.7
15930,4,2,1989,18,"OT","F",21,33,2.1
15931,4,2,1989,21,"RM","F",16,6,1.6
15932,4,2,1989,7,"RM","M",17,12,1.7
15933,4,2,1989,7,"PE","M",21,24,2.1
15934,4,2,1989,18,"RM","F",16,13,1.6
15935,4,2,1989,19,"SA","",NA,NA,NA
15936,4,2,1989,19,"RM","M",16,9,1.6
15937,4,2,1989,21,"RM","M",16,8,1.6
15938,4,2,1989,17,"NL","F",31,106,3.1
15939,4,2,1989,20,"RM","M",16,9,1.6
15940,4,2,1989,17,"RM","F",16,12,1.6
15941,4,2,1989,15,"RM","M",17,11,1.7
15942,4,2,1989,23,"RM","M",17,11,1.7
15943,4,2,1989,22,"DS","M",53,137,5.3
15944,4,2,1989,17,"DO","F",36,49,3.6
15945,4,2,1989,21,"SH","F",27,98,2.7
15946,4,2,1989,7,"RF","M",17,11,1.7
15947,4,2,1989,20,"NL","F",37,190,3.7
15948,4,2,1989,17,"DO","M",37,NA,3.7
15949,4,2,1989,22,"DM","M",38,51,3.8
15950,4,2,1989,20,"AH","",NA,NA,NA
15951,4,2,1989,23,"RM","F",16,13,1.6
15952,4,2,1989,7,"PE","F",21,27,2.1
15953,4,2,1989,19,"RM","F",17,12,1.7
15954,4,2,1989,23,"RM","M",17,9,1.7
15955,4,2,1989,20,"RM","M",16,9,1.6
15956,4,2,1989,17,"OT","M",22,27,2.2
15957,4,2,1989,21,"RM","M",17,10,1.7
15958,4,2,1989,20,"RM","M",17,10,1.7
15959,4,2,1989,21,"RM","F",17,13,1.7
15960,4,2,1989,15,"RM","F",14,9,1.4
15961,4,2,1989,22,"DM","M",37,48,3.7
15962,4,2,1989,18,"PM","M",20,22,2
15963,4,2,1989,14,"PE","F",21,20,2.1
15964,4,2,1989,18,"RM","F",16,12,1.6
15965,4,2,1989,14,"DM","M",38,48,3.8
15966,4,2,1989,19,"PP","M",22,20,2.2
15967,4,2,1989,22,"DS","F",50,115,5
15968,4,2,1989,7,"PE","M",21,23,2.1
15969,4,2,1989,7,"PE","M",22,21,2.2
15970,4,2,1989,22,"DM","F",36,53,3.6
15971,5,9,1989,20,"RM","M",17,10,1.7
15972,5,9,1989,21,"RM","F",17,10,1.7
15973,5,9,1989,1,"OT","M",21,13,2.1
15974,5,9,1989,24,"AH","",NA,NA,NA
15975,5,9,1989,1,"DM","F",37,35,3.7
15976,5,9,1989,21,"RM","F",16,7,1.6
15977,5,9,1989,20,"NL","F",35,177,3.5
15978,5,9,1989,7,"PE","F",22,17,2.2
15979,5,9,1989,21,"RM","M",17,10,1.7
15980,5,9,1989,1,"RM","F",17,12,1.7
15981,5,9,1989,21,"NL","M",33,100,3.3
15982,5,9,1989,24,"PE","F",22,25,2.2
15983,5,9,1989,1,"DO","F",36,43,3.6
15984,5,9,1989,24,"OT","F",21,31,2.1
15985,5,9,1989,21,"NL","F",34,188,3.4
15986,5,9,1989,19,"PE","M",20,22,2
15987,5,9,1989,21,"SH","F",32,120,3.2
15988,5,9,1989,24,"NL","F",32,138,3.2
15989,5,9,1989,20,"PE","M",21,22,2.1
15990,5,9,1989,22,"DM","F",37,42,3.7
15991,5,9,1989,20,"RF","F",18,13,1.8
15992,5,9,1989,24,"DO","F",37,48,3.7
15993,5,9,1989,1,"DM","M",38,45,3.8
15994,5,9,1989,24,"OT","M",22,30,2.2
15995,5,9,1989,22,"DS","M",54,134,5.4
15996,5,9,1989,20,"PE","M",20,15,2
15997,5,9,1989,7,"RM","F",17,9,1.7
15998,5,9,1989,22,"DM","F",37,47,3.7
15999,5,9,1989,20,"OT","F",22,28,2.2
16000,5,9,1989,22,"DS","F",50,108,5
16001,5,9,1989,23,"CB","",NA,NA,NA
16002,5,9,1989,19,"SC","",NA,NA,NA
16003,5,9,1989,1,"PE","M",21,22,2.1
16004,5,9,1989,1,"RM","M",17,9,1.7
16005,5,9,1989,1,"DO","F",37,39,3.7
16006,5,9,1989,22,"DM","M",36,48,3.6
16007,5,9,1989,19,"SH","F",27,73,2.7
16008,5,9,1989,24,"RM","M",19,12,1.9
16009,5,10,1989,17,"RM","M",17,10,1.7
16010,5,10,1989,12,"OL","M",22,38,2.2
16011,5,10,1989,10,"RF","M",19,13,1.9
16012,5,10,1989,13,"OL","M",22,30,2.2
16013,5,10,1989,18,"PM","F",22,18,2.2
16014,5,10,1989,12,"NL","",NA,NA,NA
16015,5,10,1989,2,"DO","F",37,42,3.7
16016,5,10,1989,17,"DM","F",36,34,3.6
16017,5,10,1989,18,"RM","F",17,8,1.7
16018,5,10,1989,16,"PE","F",22,27,2.2
16019,5,10,1989,11,"DM","M",37,48,3.7
16020,5,10,1989,17,"NL","F",33,78,3.3
16021,5,10,1989,18,"PM","M",21,20,2.1
16022,5,10,1989,13,"PE","F",21,24,2.1
16023,5,10,1989,2,"DO","M",37,56,3.7
16024,5,10,1989,12,"DM","M",37,47,3.7
16025,5,10,1989,13,"PE","M",22,21,2.2
16026,5,10,1989,17,"RM","M",17,10,1.7
16027,5,10,1989,12,"SH","M",30,89,3
16028,5,10,1989,10,"RM","M",16,8,1.6
16029,5,10,1989,17,"DO","M",37,56,3.7
16030,5,10,1989,17,"PE","F",22,20,2.2
16031,5,10,1989,13,"RM","M",17,10,1.7
16032,5,10,1989,12,"RM","M",17,11,1.7
16033,5,10,1989,17,"NL","F",33,88,3.3
16034,5,10,1989,17,"OT","F",22,34,2.2
16035,5,10,1989,13,"RM","M",17,10,1.7
16036,5,10,1989,17,"SH","M",27,26,2.7
16037,5,10,1989,17,"DO","F",37,47,3.7
16038,5,10,1989,12,"DM","M",36,39,3.6
16039,5,10,1989,18,"PM","F",21,22,2.1
16040,5,10,1989,12,"DO","F",38,56,3.8
16041,5,10,1989,18,"PM","F",21,20,2.1
16042,5,10,1989,17,"NL","F",33,85,3.3
16043,5,11,1989,14,"OL","M",22,39,2.2
16044,5,11,1989,6,"PP","M",24,22,2.4
16045,5,11,1989,3,"SH","F",29,43,2.9
16046,5,11,1989,6,"PP","F",23,19,2.3
16047,5,11,1989,3,"RM","F",17,8,1.7
16048,5,11,1989,6,"PP","M",22,19,2.2
16049,5,11,1989,4,"DM","F",36,41,3.6
16050,5,11,1989,3,"SH","F",31,123,3.1
16051,5,11,1989,14,"DM","M",36,50,3.6
16052,5,11,1989,15,"PE","M",21,21,2.1
16053,5,11,1989,3,"RM","M",18,10,1.8
16054,5,11,1989,8,"DM","F",35,24,3.5
16055,5,11,1989,6,"RM","F",17,10,1.7
16056,5,11,1989,8,"DS","M",54,108,5.4
16057,5,11,1989,8,"DM","F",37,43,3.7
16058,5,11,1989,8,"DM","F",36,55,3.6
16059,5,11,1989,4,"DM","F",37,39,3.7
16060,5,11,1989,3,"NL","M",33,203,3.3
16061,5,11,1989,9,"SS","",NA,NA,NA
16062,5,11,1989,8,"DM","M",36,26,3.6
16063,5,11,1989,3,"PE","F",22,32,2.2
16064,5,11,1989,3,"RM","F",17,10,1.7
16065,5,11,1989,15,"RM","M",17,11,1.7
16066,5,11,1989,15,"PE","M",21,15,2.1
16067,5,11,1989,3,"RM","M",17,9,1.7
16068,5,11,1989,15,"PE","F",21,25,2.1
16069,5,11,1989,5,"OL","M",22,36,2.2
16070,5,11,1989,3,"RM","F",16,6,1.6
16071,5,11,1989,14,"DM","M",36,29,3.6
16072,5,11,1989,5,"OT","F",22,29,2.2
16073,5,11,1989,5,"RM","M",17,10,1.7
16074,5,11,1989,8,"DM","M",37,45,3.7
16075,5,11,1989,14,"DM","M",37,44,3.7
16076,5,11,1989,5,"PE","F",21,26,2.1
16077,5,11,1989,8,"DM","M",37,47,3.7
16078,5,11,1989,9,"DM","F",37,43,3.7
16079,5,11,1989,6,"RF","F",17,10,1.7
16080,5,11,1989,5,"RM","F",17,11,1.7
16081,5,11,1989,15,"RM","F",17,10,1.7
16082,5,11,1989,14,"DM","F",37,35,3.7
16083,5,11,1989,9,"PE","M",21,16,2.1
16084,5,11,1989,4,"DM","M",37,34,3.7
16085,5,11,1989,9,"DM","M",37,48,3.7
16086,5,11,1989,4,"DM","F",39,40,3.9
16087,5,11,1989,8,"DM","M",37,48,3.7
16088,5,11,1989,3,"SH","F",30,42,3
16089,6,3,1989,18,"RF","M",17,11,1.7
16090,6,3,1989,21,"RM","F",17,13,1.7
16091,6,3,1989,17,"DM","F",37,41,3.7
16092,6,3,1989,16,"RM","F",17,8,1.7
16093,6,3,1989,22,"DM","F",36,52,3.6
16094,6,3,1989,16,"RM","F",15,8,1.5
16095,6,3,1989,24,"OT","F",20,26,2
16096,6,3,1989,21,"SH","M",29,45,2.9
16097,6,3,1989,20,"RM","M",18,9,1.8
16098,6,3,1989,18,"AH","",NA,NA,NA
16099,6,3,1989,24,"NL","F",33,148,3.3
16100,6,3,1989,20,"PE","M",20,16,2
16101,6,3,1989,21,"RM","",NA,NA,NA
16102,6,3,1989,17,"DO","F",36,49,3.6
16103,6,3,1989,16,"PE","M",18,21,1.8
16104,6,3,1989,18,"RM","F",17,9,1.7
16105,6,3,1989,6,"PM","M",17,18,1.7
16106,6,3,1989,24,"PE","M",20,21,2
16107,6,3,1989,19,"PM","M",22,20,2.2
16108,6,3,1989,20,"RM","M",16,10,1.6
16109,6,3,1989,12,"NL","F",29,57,2.9
16110,6,3,1989,16,"PE","F",21,NA,2.1
16111,6,3,1989,12,"NL","F",33,126,3.3
16112,6,3,1989,16,"RM","M",17,8,1.7
16113,6,3,1989,1,"DM","M",38,54,3.8
16114,6,3,1989,20,"RM","M",16,9,1.6
16115,6,3,1989,23,"RM","M",15,8,1.5
16116,6,3,1989,21,"SH","F",31,114,3.1
16117,6,3,1989,17,"RM","F",17,11,1.7
16118,6,3,1989,1,"DO","F",36,43,3.6
16119,6,3,1989,16,"RM","F",17,19,1.7
16120,6,3,1989,21,"NL","M",32,121,3.2
16121,6,3,1989,18,"AH","",NA,NA,NA
16122,6,3,1989,19,"PE","F",20,18,2
16123,6,3,1989,22,"DM","F",37,46,3.7
16124,6,3,1989,12,"RF","F",17,12,1.7
16125,6,3,1989,20,"NL","F",34,178,3.4
16126,6,3,1989,1,"RM","F",16,10,1.6
16127,6,3,1989,18,"PM","F",21,18,2.1
16128,6,3,1989,18,"AH","",NA,NA,NA
16129,6,3,1989,22,"DS","M",54,130,5.4
16130,6,3,1989,17,"RM","F",16,10,1.6
16131,6,3,1989,6,"RF","F",17,10,1.7
16132,6,3,1989,17,"DO","M",35,58,3.5
16133,6,3,1989,17,"RM","M",16,7,1.6
16134,6,3,1989,1,"DO","F",35,41,3.5
16135,6,3,1989,20,"DM","M",36,26,3.6
16136,6,3,1989,18,"RM","M",16,10,1.6
16137,6,3,1989,16,"RM","M",15,10,1.5
16138,6,3,1989,19,"PE","M",20,22,2
16139,6,3,1989,17,"SH","F",27,32,2.7
16140,6,3,1989,18,"PM","F",20,23,2
16141,6,3,1989,22,"PE","M",22,23,2.2
16142,6,3,1989,21,"RM","F",16,10,1.6
16143,6,3,1989,12,"DM","M",37,47,3.7
16144,6,3,1989,20,"RM","F",16,8,1.6
16145,6,3,1989,24,"RM","M",17,10,1.7
16146,6,3,1989,20,"OT","M",21,28,2.1
16147,6,3,1989,1,"PE","M",20,18,2
16148,6,3,1989,22,"PE","F",20,21,2
16149,6,3,1989,20,"OT","F",20,24,2
16150,6,3,1989,19,"PE","M",20,21,2
16151,6,3,1989,24,"NL","F",34,141,3.4
16152,6,3,1989,19,"SH","F",28,95,2.8
16153,6,3,1989,22,"DS","F",47,113,4.7
16154,6,3,1989,20,"RM","M",16,8,1.6
16155,6,3,1989,17,"RM","M",16,10,1.6
16156,6,4,1989,4,"DM","M",37,46,3.7
16157,6,4,1989,7,"RM","F",17,9,1.7
16158,6,4,1989,3,"SH","M",32,67,3.2
16159,6,4,1989,3,"RM","F",16,8,1.6
16160,6,4,1989,4,"SS","",NA,NA,NA
16161,6,4,1989,8,"DM","M",36,34,3.6
16162,6,4,1989,14,"DM","M",37,51,3.7
16163,6,4,1989,2,"SS","",NA,NA,NA
16164,6,4,1989,3,"SH","F",33,111,3.3
16165,6,4,1989,13,"RF","F",15,11,1.5
16166,6,4,1989,9,"PE","M",21,18,2.1
16167,6,4,1989,3,"SH","F",29,60,2.9
16168,6,4,1989,2,"DO","F",36,44,3.6
16169,6,4,1989,4,"DM","F",31,25,3.1
16170,6,4,1989,8,"DS","M",53,113,5.3
16171,6,4,1989,10,"RM","F",17,11,1.7
16172,6,4,1989,11,"DM","M",NA,NA,NA
16173,6,4,1989,8,"DM","F",37,41,3.7
16174,6,4,1989,15,"PE","M",21,20,2.1
16175,6,4,1989,15,"AH","",NA,NA,NA
16176,6,4,1989,9,"OL","M",21,32,2.1
16177,6,4,1989,15,"PE","F",20,14,2
16178,6,4,1989,3,"RM","M",18,10,1.8
16179,6,4,1989,13,"RM","M",17,10,1.7
16180,6,4,1989,3,"RM","F",17,8,1.7
16181,6,4,1989,4,"DM","F",36,37,3.6
16182,6,4,1989,2,"DO","M",36,54,3.6
16183,6,4,1989,15,"PE","F",22,18,2.2
16184,6,4,1989,15,"AH","",NA,NA,NA
16185,6,4,1989,7,"RM","M",16,12,1.6
16186,6,4,1989,9,"DM","F",37,49,3.7
16187,6,4,1989,11,"RM","M",17,10,1.7
16188,6,4,1989,9,"SS","",NA,NA,NA
16189,6,4,1989,5,"RM","F",17,12,1.7
16190,6,4,1989,14,"DM","M",36,45,3.6
16191,6,4,1989,9,"DM","M",36,44,3.6
16192,6,4,1989,14,"NL","M",33,104,3.3
16193,6,4,1989,8,"DM","M",37,46,3.7
16194,6,4,1989,4,"DM","M",36,36,3.6
16195,6,4,1989,9,"OL","F",19,19,1.9
16196,6,4,1989,8,"DM","M",37,47,3.7
16197,6,4,1989,15,"RM","M",17,12,1.7
16198,6,4,1989,5,"PP","M",24,22,2.4
16199,6,4,1989,3,"RM","M",17,9,1.7
16200,6,4,1989,13,"PE","M",21,14,2.1
16201,6,4,1989,8,"DM","F",50,38,5
16202,6,4,1989,14,"PE","M",19,18,1.9
16203,6,4,1989,4,"DM","F",39,42,3.9
16204,6,4,1989,14,"DM","M",36,40,3.6
16205,6,4,1989,7,"PE","M",20,23,2
16206,6,4,1989,4,"DM","M",36,37,3.6
16207,6,4,1989,5,"OL","M",22,31,2.2
16208,6,4,1989,9,"DM","M",37,52,3.7
16209,6,4,1989,8,"DM","M",36,44,3.6
16210,6,4,1989,15,"RM","F",17,5,1.7
16211,6,4,1989,13,"PE","F",21,21,2.1
16212,6,4,1989,5,"PE","M",20,21,2
16213,6,4,1989,11,"DM","M",36,45,3.6
16214,6,4,1989,10,"RM","M",17,11,1.7
16215,7,3,1989,21,"RM","",NA,NA,NA
16216,7,3,1989,7,"RM","M",NA,10,NA
16217,7,3,1989,7,"PE","M",NA,20,NA
16218,7,3,1989,1,"SS","",NA,NA,NA
16219,7,3,1989,12,"RF","M",19,15,1.9
16220,7,3,1989,17,"DO","F",NA,47,NA
16221,7,3,1989,21,"SH","F",NA,120,NA
16222,7,3,1989,24,"NL","F",NA,207,NA
16223,7,3,1989,7,"RM","F",NA,10,NA
16224,7,3,1989,12,"NL","F",NA,NA,NA
16225,7,3,1989,18,"PM","F",NA,15,NA
16226,7,3,1989,17,"RM","F",NA,11,NA
16227,7,3,1989,17,"SS","",NA,NA,NA
16228,7,3,1989,21,"SH","M",NA,61,NA
16229,7,3,1989,7,"RM","F",NA,10,NA
16230,7,3,1989,7,"AH","",NA,NA,NA
16231,7,3,1989,17,"NL","M",NA,84,NA
16232,7,3,1989,21,"NL","M",NA,145,NA
16233,7,3,1989,20,"RF","F",NA,11,NA
16234,7,3,1989,1,"DM","M",37,42,3.7
16235,7,3,1989,12,"OX","M",21,20,2.1
16236,7,3,1989,7,"RM","",NA,NA,NA
16237,7,3,1989,20,"RM","M",NA,10,NA
16238,7,3,1989,19,"SH","F",NA,80,NA
16239,7,3,1989,17,"RM","M",NA,10,NA
16240,7,3,1989,12,"AH","",NA,NA,NA
16241,7,3,1989,20,"NL","M",NA,131,NA
16242,7,3,1989,7,"AH","",NA,NA,NA
16243,7,3,1989,6,"RF","F",NA,9,NA
16244,7,3,1989,12,"DM","M",NA,48,NA
16245,7,3,1989,23,"RM","F",NA,11,NA
16246,7,3,1989,22,"DS","M",NA,NA,NA
16247,7,3,1989,21,"RM","F",NA,9,NA
16248,7,3,1989,7,"PE","F",NA,24,NA
16249,7,3,1989,1,"SS","",NA,NA,NA
16250,7,3,1989,22,"DM","F",NA,44,NA
16251,7,3,1989,23,"RM","M",NA,10,NA
16252,7,3,1989,18,"PM","F",NA,23,NA
16253,7,3,1989,17,"NL","F",NA,73,NA
16254,7,3,1989,1,"DO","F",37,47,3.7
16255,7,3,1989,22,"DS","F",NA,119,NA
16256,7,3,1989,1,"OL","M",NA,36,NA
16257,7,3,1989,1,"SS","",NA,NA,NA
16258,7,3,1989,17,"OT","M",NA,22,NA
16259,7,3,1989,24,"RM","M",NA,9,NA
16260,7,3,1989,12,"AH","",NA,NA,NA
16261,7,3,1989,21,"NL","F",NA,160,NA
16262,7,3,1989,24,"SS","",NA,NA,NA
16263,7,3,1989,23,"AH","",NA,NA,NA
16264,7,3,1989,12,"RF","F",18,14,1.8
16265,7,3,1989,22,"PE","F",NA,19,NA
16266,7,3,1989,18,"RM","F",NA,10,NA
16267,7,3,1989,20,"DM","M",NA,46,NA
16268,7,3,1989,19,"PE","M",NA,21,NA
16269,7,3,1989,17,"SH","F",NA,51,NA
16270,7,3,1989,24,"NL","F",NA,NA,NA
16271,7,3,1989,21,"RM","F",NA,10,NA
16272,7,4,1989,4,"DM","F",NA,43,NA
16273,7,4,1989,11,"DM","F",NA,30,NA
16274,7,4,1989,9,"DM","M",NA,46,NA
16275,7,4,1989,3,"SH","F",NA,105,NA
16276,7,4,1989,11,"DO","F",NA,52,NA
16277,7,4,1989,15,"PE","M",NA,16,NA
16278,7,4,1989,14,"DM","M",NA,44,NA
16279,7,4,1989,3,"RM","F",NA,9,NA
16280,7,4,1989,3,"OT","M",NA,23,NA
16281,7,4,1989,9,"RM","F",NA,9,NA
16282,7,4,1989,16,"RM","F",NA,8,NA
16283,7,4,1989,9,"OT","M",NA,25,NA
16284,7,4,1989,4,"DM","F",NA,23,NA
